receipt_line_id,receipt_ref,transaction_date,transaction_time,market_code,channel_type,contract_type,card_brand,transaction_status,transaction_type,source_capture_method,your_reference,acquirer_reference,gross_amount,net_amount,terminal_id,reservation_ref,invoice_ref,receipt_exception_type,reference_resolution_method,linked_payment_batch_line_count,linked_payment_batch_total,linked_statuses,linked_payment_batches
receipt_ref_010_line004,receipt_ref_010,2026-05-02,14:20:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001105 INV 100660001105,RA00001105,339.60,339.60,POS-DE-01,1200001105,100660001105,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,339.60,MATCH,payment_batch_007
receipt_ref_007_line008,receipt_ref_007,2026-02-15,12:40:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001082 INV 100660001082,RA00001082,171.75,171.75,POS-ES-01,1200001082,100660001082,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,171.75,MATCH,payment_batch_005
receipt_ref_002_line012,receipt_ref_002,2026-04-27,11:24:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000025,,160.75,160.75,WEB-GB-01,1200001025,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_002_line008,receipt_ref_002,2026-04-27,12:56:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000021,,160.75,160.75,WEB-GB-01,1200001021,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_002_line004,receipt_ref_002,2026-04-27,13:28:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000017,,160.75,160.75,WEB-GB-01,1200001017,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_001_line005,receipt_ref_001,2026-04-28,09:35:00,GB,E_COMMERCE,E-Commerce Gateway,VISA,Accepted,Payment,PORTAL_CSV,TKN000005,,160.75,160.75,WEB-GB-01,1200001005,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_001_line001,receipt_ref_001,2026-04-28,10:07:00,GB,E_COMMERCE,E-Commerce Gateway,VISA,Accepted,Payment,PORTAL_CSV,TKN000001,,160.75,160.75,WEB-GB-01,1200001001,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_001_line013,receipt_ref_001,2026-04-28,12:31:00,GB,E_COMMERCE,E-Commerce Gateway,VISA,Accepted,Payment,PORTAL_CSV,TKN000013,,160.75,160.75,WEB-GB-01,1200001013,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_001_line009,receipt_ref_001,2026-04-28,13:03:00,GB,E_COMMERCE,E-Commerce Gateway,VISA,Accepted,Payment,PORTAL_CSV,TKN000009,,160.75,160.75,WEB-GB-01,1200001009,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,160.75,MATCH,payment_batch_001
receipt_ref_004_line005,receipt_ref_004,2026-03-24,15:25:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001052 INV 100660001052,RA00001052,134.40,134.40,POS-DE-01,1200001052,100660001052,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,134.40,MATCH,payment_batch_003
receipt_ref_004_line007,receipt_ref_004,2026-03-24,11:35:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001054 INV 100660001054,RA00001054,330.60,330.60,POS-DE-01,1200001054,100660001054,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,330.60,MATCH,payment_batch_003
receipt_ref_005_line003,receipt_ref_005,2026-03-24,13:15:00,DE,CARD_PRESENT,Card Present,AMEX,Accepted,Payment,TERMINAL_EXPORT,RES 1200001060 INV 100660001060,RA00001060,134.40,134.40,POS-DE-01,1200001060,100660001060,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,134.40,MATCH,payment_batch_003
receipt_ref_010_line005,receipt_ref_010,2026-05-02,15:25:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001106 INV 100660001106,RA00001106,532.25,532.25,POS-DE-01,1200001106,100660001106,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,532.25,MATCH,payment_batch_007
receipt_ref_010_line008,receipt_ref_010,2026-05-02,12:40:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001109 INV 100660001109,RA00001109,339.60,339.60,POS-DE-01,1200001109,100660001109,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,339.60,MATCH,payment_batch_007
receipt_ref_007_line002,receipt_ref_007,2026-02-15,12:10:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001076 INV 100660001076,RA00001076,459.80,459.80,POS-ES-01,1200001076,100660001076,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,459.80,MATCH,payment_batch_005
receipt_ref_007_line004,receipt_ref_007,2026-02-15,14:20:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001078 INV 100660001078,RA00001078,171.75,171.75,POS-ES-01,1200001078,100660001078,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,171.75,MATCH,payment_batch_005
receipt_ref_007_line010,receipt_ref_007,2026-02-15,14:50:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001084 INV 100660001084,RA00001084,459.80,459.80,POS-ES-01,1200001084,100660001084,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,459.80,MATCH,payment_batch_005
receipt_ref_003_line012,receipt_ref_003,2026-04-25,11:24:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000043,,326.60,326.60,WEB-GB-01,1200001043,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,326.60,MATCH,payment_batch_002
receipt_ref_003_line008,receipt_ref_003,2026-04-25,12:56:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000039,,326.60,326.60,WEB-GB-01,1200001039,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,326.60,MATCH,payment_batch_002
receipt_ref_003_line004,receipt_ref_003,2026-04-25,13:28:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000035,,326.60,326.60,WEB-GB-01,1200001035,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,326.60,MATCH,payment_batch_002
receipt_ref_002_line018,receipt_ref_002,2026-04-27,12:06:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000031,,326.60,326.60,WEB-GB-01,1200001031,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,326.60,MATCH,payment_batch_002
receipt_ref_002_line014,receipt_ref_002,2026-04-27,13:38:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000027,,326.60,326.60,WEB-GB-01,1200001027,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,326.60,MATCH,payment_batch_002
receipt_ref_004_line001,receipt_ref_004,2026-03-24,11:05:00,DE,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001048 INV 100660001048,RA00001048,134.40,134.40,POS-DE-01,1200001048,100660001048,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,134.40,MATCH,payment_batch_003
receipt_ref_007_line001,receipt_ref_007,2026-02-15,11:05:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001075 INV 100660001075,RA00001075,291.35,291.35,POS-ES-01,1200001075,100660001075,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,291.35,MATCH,payment_batch_005
receipt_ref_006_line001,receipt_ref_006,2026-03-28,11:05:00,GB,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001063 INV 100660001063,RA00001063,102.95,102.95,POS-GB-01,1200001063,100660001063,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,102.95,MATCH,payment_batch_004
receipt_ref_004_line003,receipt_ref_004,2026-03-24,13:15:00,DE,CARD_PRESENT,Card Present,AMEX,Accepted,Payment,TERMINAL_EXPORT,RES 1200001050 INV 100660001050,RA00001050,330.60,330.60,POS-DE-01,1200001050,100660001050,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,330.60,MATCH,payment_batch_003
receipt_ref_007_line007,receipt_ref_007,2026-02-15,11:35:00,ES,CARD_PRESENT,Card Present,VISA,Accepted,Payment,TERMINAL_EXPORT,RES 1200001081 INV 100660001081,RA00001081,107.95,107.95,POS-ES-01,1200001081,100660001081,STANDARD_PAYMENT,ACQUIRER_REFERENCE,1,107.95,MATCH,payment_batch_005
receipt_ref_011_line006,receipt_ref_011,2026-03-11,10:42:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000063,,150.40,150.40,WEB-GB-01,1200001115,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,150.40,MATCH,payment_batch_008
receipt_ref_011_line002,receipt_ref_011,2026-03-11,11:14:00,GB,E_COMMERCE,E-Commerce Gateway,MASTERCARD,Accepted,Payment,PORTAL_CSV,TKN000059,,150.40,150.40,WEB-GB-01,1200001111,,STANDARD_PAYMENT,GATEWAY_MAPPING,1,150.40,MATCH,payment_batch_008
