payment_batch_line_id,payment_batch_id,transaction_date,market_code,channel_type,customer_name,customer_number,item_description,line_total,payment_batch_total,invoice_ref,reservation_ref,acquirer_reference,primary_reference,reference_parse_status,receipt_line_id,receipt_ref,receipt_date,receipt_channel,receipt_status,receipt_exception_type,reference_resolution_method,match_rule,receipt_amount,variance_amount,match_status,workflow_queue,reconciliation_target,review_reason
pb006_line009,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001096,RES 1200001096 INV 100660001096 payment evidence,143.40,4105.55,100660001096,1200001096,,100660001096,PARSED,receipt_ref_009_line002,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,143.40,,MATCH,READY,receipt_ref_009,
pb006_line013,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001100,RES 1200001100 INV 100660001100 payment evidence,143.40,4105.55,100660001100,1200001100,,100660001100,PARSED,receipt_ref_009_line006,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,143.40,,MATCH,READY,receipt_ref_009,
pb006_line002,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001089,RES 1200001089 INV 100660001089 payment evidence,232.10,4105.55,100660001089,1200001089,,100660001089,PARSED,receipt_ref_008_line002,receipt_ref_008,2026-04-14,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,232.10,,MATCH,READY,receipt_ref_008,
pb006_line006,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001093,RES 1200001093 INV 100660001093 payment evidence,232.10,4105.55,100660001093,1200001093,,100660001093,PARSED,receipt_ref_008_line006,receipt_ref_008,2026-04-14,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,232.10,,MATCH,READY,receipt_ref_008,
pb006_line010,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001097,RES 1200001097 INV 100660001097 payment evidence,232.10,4105.55,100660001097,1200001097,,100660001097,PARSED,receipt_ref_009_line003,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,232.10,,MATCH,READY,receipt_ref_009,
pb006_line014,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001101,RES 1200001101 INV 100660001101 payment evidence,232.10,4105.55,100660001101,1200001101,,100660001101,PARSED,receipt_ref_009_line007,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,232.10,,MATCH,READY,receipt_ref_009,
pb006_line003,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001090,RES 1200001090 INV 100660001090 payment evidence,339.60,4105.55,100660001090,1200001090,,100660001090,PARSED,receipt_ref_008_line003,receipt_ref_008,2026-04-14,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,339.60,,MATCH,READY,receipt_ref_008,
pb006_line007,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001094,RES 1200001094 INV 100660001094 payment evidence,339.60,4105.55,100660001094,1200001094,,100660001094,PARSED,receipt_ref_008_line007,receipt_ref_008,2026-04-14,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,339.60,,MATCH,READY,receipt_ref_008,
pb006_line011,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001098,RES 1200001098 INV 100660001098 payment evidence,339.60,4105.55,100660001098,1200001098,,100660001098,PARSED,receipt_ref_009_line004,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,339.60,,MATCH,READY,receipt_ref_009,
pb006_line004,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001091,RES 1200001091 INV 100660001091 payment evidence,528.25,4105.55,100660001091,1200001091,,100660001091,PARSED,receipt_ref_008_line004,receipt_ref_008,2026-04-14,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,528.25,,MATCH,READY,receipt_ref_008,
pb006_line008,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001095,RES 1200001095 INV 100660001095 payment evidence,528.25,4105.55,100660001095,1200001095,,100660001095,PARSED,receipt_ref_009_line001,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,528.25,,MATCH,READY,receipt_ref_009,
pb006_line012,payment_batch_006,2026-04-12,DE,E_COMMERCE,Portfolio Customer,CU001099,RES 1200001099 INV 100660001099 payment evidence,528.25,4105.55,100660001099,1200001099,,100660001099,PARSED,receipt_ref_009_line005,receipt_ref_009,2026-04-13,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,528.25,,MATCH,READY,receipt_ref_009,
pb007_line004,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001105,RES 1200001105 INV 100660001105 payment evidence,339.60,2510.70,100660001105,1200001105,,100660001105,PARSED,receipt_ref_010_line004,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,339.60,,MATCH,READY,receipt_ref_010,
pb007_line008,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001109,RES 1200001109 INV 100660001109 payment evidence,339.60,2510.70,100660001109,1200001109,,100660001109,PARSED,receipt_ref_010_line008,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,339.60,,MATCH,READY,receipt_ref_010,
pb007_line003,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001104,RES 1200001104 INV 100660001104 payment evidence,236.10,2510.70,100660001104,1200001104,,100660001104,PARSED,receipt_ref_010_line003,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,236.10,,MATCH,READY,receipt_ref_010,
pb007_line007,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001108,RES 1200001108 INV 100660001108 payment evidence,236.10,2510.70,100660001108,1200001108,,100660001108,PARSED,receipt_ref_010_line007,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,236.10,,MATCH,READY,receipt_ref_010,
pb007_line001,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001102,RES 1200001102 INV 100660001102 payment evidence,532.25,2510.70,100660001102,1200001102,,100660001102,PARSED,receipt_ref_010_line001,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,532.25,,MATCH,READY,receipt_ref_010,
pb007_line005,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001106,RES 1200001106 INV 100660001106 payment evidence,532.25,2510.70,100660001106,1200001106,,100660001106,PARSED,receipt_ref_010_line005,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,532.25,,MATCH,READY,receipt_ref_010,
pb007_line002,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001103,RES 1200001103 INV 100660001103 payment evidence,147.40,2510.70,100660001103,1200001103,,100660001103,PARSED,receipt_ref_010_line002,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,147.40,,MATCH,READY,receipt_ref_010,
pb007_line006,payment_batch_007,2026-05-02,DE,CARD_PRESENT,Portfolio Customer,CU001107,RES 1200001107 INV 100660001107 payment evidence,147.40,2510.70,100660001107,1200001107,,100660001107,PARSED,receipt_ref_010_line006,receipt_ref_010,2026-05-02,CARD_PRESENT,Accepted,STANDARD_PAYMENT,ACQUIRER_REFERENCE,INVOICE,147.40,,MATCH,READY,receipt_ref_010,
pb008_line003,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001112,RES 1200001112 INV 100660001112 payment evidence,239.10,3205.35,100660001112,1200001112,,100660001112,PARSED,receipt_ref_011_line003,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,239.10,,MATCH,READY,receipt_ref_011,
pb008_line007,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001116,RES 1200001116 INV 100660001116 payment evidence,239.10,3205.35,100660001116,1200001116,,100660001116,PARSED,receipt_ref_011_line007,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,239.10,,MATCH,READY,receipt_ref_011,
pb008_line004,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001113,RES 1200001113 INV 100660001113 payment evidence,342.60,3205.35,100660001113,1200001113,,100660001113,PARSED,receipt_ref_011_line004,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,342.60,,MATCH,READY,receipt_ref_011,
pb008_line008,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001117,RES 1200001117 INV 100660001117 payment evidence,342.60,3205.35,100660001117,1200001117,,100660001117,PARSED,receipt_ref_011_line008,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,342.60,,MATCH,READY,receipt_ref_011,
pb008_line010,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001119,RES 1200001119 INV 100660001119 pending receipt evidence,140.40,3205.35,100660001119,1200001119,,100660001119,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
pb008_line009,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001118,RES 1200001118 INV 100660001118 pending receipt evidence,530.25,3205.35,100660001118,1200001118,,100660001118,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
pb008_line001,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001110,RES 1200001110 INV 100660001110 payment evidence,535.25,3205.35,100660001110,1200001110,,100660001110,PARSED,receipt_ref_011_line001,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,535.25,,MATCH,READY,receipt_ref_011,
pb008_line005,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001114,RES 1200001114 INV 100660001114 payment evidence,535.25,3205.35,100660001114,1200001114,,100660001114,PARSED,receipt_ref_011_line005,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,535.25,,MATCH,READY,receipt_ref_011,
pb008_line002,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001111,RES 1200001111 INV 100660001111 payment evidence,150.40,3205.35,100660001111,1200001111,,100660001111,PARSED,receipt_ref_011_line002,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,150.40,,MATCH,READY,receipt_ref_011,
pb008_line006,payment_batch_008,2026-03-10,GB,E_COMMERCE,Portfolio Customer,CU001115,RES 1200001115 INV 100660001115 payment evidence,150.40,3205.35,100660001115,1200001115,,100660001115,PARSED,receipt_ref_011_line006,receipt_ref_011,2026-03-11,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,150.40,,MATCH,READY,receipt_ref_011,
pb002_line021,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001046,RES 1200001046 INV 100660001046 pending receipt evidence,217.10,6515.45,100660001046,1200001046,,100660001046,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
pb002_line020,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001045,RES 1200001045 INV 100660001045 pending receipt evidence,128.40,6515.45,100660001045,1200001045,,100660001045,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
pb002_line001,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001026,RES 1200001026 INV 100660001026 payment evidence,219.10,6515.45,100660001026,1200001026,,100660001026,PARSED,receipt_ref_002_line013,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,219.10,,MATCH,READY,receipt_ref_002,
pb002_line005,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001030,RES 1200001030 INV 100660001030 payment evidence,219.10,6515.45,100660001030,1200001030,,100660001030,PARSED,receipt_ref_002_line017,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,219.10,,MATCH,READY,receipt_ref_002,
pb002_line009,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001034,RES 1200001034 INV 100660001034 payment evidence,219.10,6515.45,100660001034,1200001034,,100660001034,PARSED,receipt_ref_003_line003,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,219.10,,MATCH,READY,receipt_ref_003,
pb002_line013,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001038,RES 1200001038 INV 100660001038 payment evidence,219.10,6515.45,100660001038,1200001038,,100660001038,PARSED,receipt_ref_003_line007,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,219.10,,MATCH,READY,receipt_ref_003,
pb002_line017,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001042,RES 1200001042 INV 100660001042 payment evidence,219.10,6515.45,100660001042,1200001042,,100660001042,PARSED,receipt_ref_003_line011,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,219.10,,MATCH,READY,receipt_ref_003,
pb002_line019,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001044,RES 1200001044 INV 100660001044 pending receipt evidence,518.25,6515.45,100660001044,1200001044,,100660001044,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
pb002_line004,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001029,RES 1200001029 INV 100660001029 payment evidence,130.40,6515.45,100660001029,1200001029,,100660001029,PARSED,receipt_ref_002_line016,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,130.40,,MATCH,READY,receipt_ref_002,
pb002_line008,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001033,RES 1200001033 INV 100660001033 payment evidence,130.40,6515.45,100660001033,1200001033,,100660001033,PARSED,receipt_ref_003_line002,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,130.40,,MATCH,READY,receipt_ref_003,
pb002_line012,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001037,RES 1200001037 INV 100660001037 payment evidence,130.40,6515.45,100660001037,1200001037,,100660001037,PARSED,receipt_ref_003_line006,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,130.40,,MATCH,READY,receipt_ref_003,
pb002_line016,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001041,RES 1200001041 INV 100660001041 payment evidence,130.40,6515.45,100660001041,1200001041,,100660001041,PARSED,receipt_ref_003_line010,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,130.40,,MATCH,READY,receipt_ref_003,
pb002_line003,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001028,RES 1200001028 INV 100660001028 payment evidence,519.25,6515.45,100660001028,1200001028,,100660001028,PARSED,receipt_ref_002_line015,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,519.25,,MATCH,READY,receipt_ref_002,
pb002_line007,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001032,RES 1200001032 INV 100660001032 payment evidence,519.25,6515.45,100660001032,1200001032,,100660001032,PARSED,receipt_ref_003_line001,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,519.25,,MATCH,READY,receipt_ref_003,
pb002_line011,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001036,RES 1200001036 INV 100660001036 payment evidence,519.25,6515.45,100660001036,1200001036,,100660001036,PARSED,receipt_ref_003_line005,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,519.25,,MATCH,READY,receipt_ref_003,
pb002_line015,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001040,RES 1200001040 INV 100660001040 payment evidence,519.25,6515.45,100660001040,1200001040,,100660001040,PARSED,receipt_ref_003_line009,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,519.25,,MATCH,READY,receipt_ref_003,
pb002_line002,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001027,RES 1200001027 INV 100660001027 payment evidence,326.60,6515.45,100660001027,1200001027,,100660001027,PARSED,receipt_ref_002_line014,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,326.60,,MATCH,READY,receipt_ref_002,
pb002_line006,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001031,RES 1200001031 INV 100660001031 payment evidence,326.60,6515.45,100660001031,1200001031,,100660001031,PARSED,receipt_ref_002_line018,receipt_ref_002,2026-04-27,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,326.60,,MATCH,READY,receipt_ref_002,
pb002_line010,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001035,RES 1200001035 INV 100660001035 payment evidence,326.60,6515.45,100660001035,1200001035,,100660001035,PARSED,receipt_ref_003_line004,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,326.60,,MATCH,READY,receipt_ref_003,
pb002_line014,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001039,RES 1200001039 INV 100660001039 payment evidence,326.60,6515.45,100660001039,1200001039,,100660001039,PARSED,receipt_ref_003_line008,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,326.60,,MATCH,READY,receipt_ref_003,
pb002_line018,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001043,RES 1200001043 INV 100660001043 payment evidence,326.60,6515.45,100660001043,1200001043,,100660001043,PARSED,receipt_ref_003_line012,receipt_ref_003,2026-04-25,E_COMMERCE,Accepted,STANDARD_PAYMENT,GATEWAY_MAPPING,GATEWAY_TOKEN_RESOLUTION,326.60,,MATCH,READY,receipt_ref_003,
pb002_line022,payment_batch_002,2026-04-25,GB,E_COMMERCE,Portfolio Customer,CU001047,RES 1200001047 INV 100660001047 pending receipt evidence,324.60,6515.45,100660001047,1200001047,,100660001047,PARSED,,,,,,,,,,,CHECK,CHECK_QUEUE,CHECK,CHECK
